meal,parking,room_type,lead_time,market,repeated,canceled_book,price,special_requests,num of people,nights,output
Meal Plan 2,0,Room_Type 1,122,Offline,0,0,107,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,71,Offline,0,0,120,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,57,Online,0,0,86,1,1,3,Canceled
Not Selected,0,Room_Type 1,3,Online,0,0,89,0,2,2,Not_Canceled
Not Selected,0,Room_Type 4,2,Online,0,0,115,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,56,Offline,0,0,120,0,2,1,Not_Canceled
Meal Plan 1,1,Room_Type 4,64,Online,0,0,83,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,16,Online,0,0,138,1,1,1,Not_Canceled
Meal Plan 2,0,Room_Type 1,39,Offline,0,0,87,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,51,Online,0,0,103,2,3,4,Not_Canceled
Meal Plan 1,1,Room_Type 4,75,Online,0,0,108,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,197,Online,0,0,108,1,2,4,Canceled
Meal Plan 1,0,Room_Type 1,119,Offline,0,0,110,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,69,Online,0,0,137,0,3,3,Canceled
Not Selected,0,Room_Type 1,142,Online,0,0,85,0,2,2,Canceled
Meal Plan 1,0,Room_Type 4,11,Online,0,0,126,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,7,Offline,0,0,144,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,160,Online,0,0,137,0,3,3,Canceled
Meal Plan 1,0,Room_Type 1,145,Offline,0,0,65,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,72,Online,0,0,126,1,2,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,117,Offline,0,0,94,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,15,Online,0,0,65,1,2,14,Canceled
Meal Plan 2,0,Room_Type 4,34,Online,0,0,129,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,204,Online,0,0,59,0,1,3,Canceled
Meal Plan 1,0,Room_Type 4,163,Offline,0,0,90,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,185,Offline,0,0,60,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,188,Offline,0,0,130,0,1,2,Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,95,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,94,Online,0,0,55,0,2,9,Canceled
Meal Plan 1,0,Room_Type 1,28,Corporate,0,0,89,1,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,3,Online,0,0,93,1,2,1,Not_Canceled
Meal Plan 1,1,Room_Type 1,5,Online,0,0,139,1,2,1,Not_Canceled
Meal Plan 2,0,Room_Type 1,103,Offline,0,0,138,0,3,3,Not_Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,75,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 6,7,Online,0,0,97,1,4,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,8,Online,0,0,90,1,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,9,Offline,0,0,68,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,172,Offline,0,0,72,0,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,78,Offline,0,0,60,2,3,4,Not_Canceled
Not Selected,0,Room_Type 1,92,Offline,0,0,63,0,2,5,Canceled
Meal Plan 1,0,Room_Type 1,219,Offline,0,0,76,0,1,3,Not_Canceled
Not Selected,0,Room_Type 1,7,Online,0,0,86,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,140,Offline,0,0,70,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,99,Offline,0,0,65,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,83,Online,0,0,93,1,2,3,Canceled
Meal Plan 1,0,Room_Type 1,50,Offline,0,0,71,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,63,Online,0,0,103,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 2,75,Online,0,0,118,2,1,4,Not_Canceled
Not Selected,0,Room_Type 1,61,Online,0,0,94,0,2,2,Canceled
Meal Plan 1,0,Room_Type 4,146,Online,0,0,127,2,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 2,26,Online,0,0,85,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,141,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,64,Online,0,0,149,0,2,1,Canceled
Meal Plan 1,0,Room_Type 4,64,Online,0,0,149,2,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,116,Online,0,0,105,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,25,Offline,0,0,65,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,14,Corporate,0,0,79,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,5,Offline,0,0,84,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,94,Offline,0,0,85,0,1,3,Canceled
Meal Plan 1,0,Room_Type 1,118,Offline,0,0,110,0,1,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,115,Offline,0,0,60,0,1,5,Canceled
Meal Plan 1,0,Room_Type 1,27,Online,0,0,70,0,1,9,Canceled
Meal Plan 1,0,Room_Type 1,9,Offline,0,0,69,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,89,Offline,0,0,75,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,27,Online,0,0,110,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,38,Online,0,0,143,2,3,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,172,Offline,0,0,80,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,188,Offline,0,0,130,0,1,2,Canceled
Meal Plan 1,0,Room_Type 2,45,Online,0,0,76,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,38,Online,0,0,140,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,32,Online,0,0,136,1,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,46,Online,0,0,106,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,20,Offline,0,0,85,0,2,2,Not_Canceled
Meal Plan 2,0,Room_Type 4,69,Online,0,0,117,1,2,4,Not_Canceled
Not Selected,0,Room_Type 1,7,Online,0,0,89,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,111,Offline,0,0,80,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,73,Offline,0,0,62,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,24,Online,0,0,108,1,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,99,Offline,0,0,65,0,2,4,Canceled
Not Selected,0,Room_Type 1,37,Online,0,0,69,1,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,41,Offline,0,0,110,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,123,Online,0,0,126,1,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,13,Offline,0,0,87,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,30,Online,0,0,146,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,55,Online,0,0,86,2,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,56,Online,0,0,99,2,3,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,104,Online,0,0,82,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,110,Online,0,0,120,1,2,6,Not_Canceled
Meal Plan 2,0,Room_Type 1,55,Offline,0,0,104,0,2,1,Not_Canceled
Meal Plan 2,0,Room_Type 1,39,Offline,0,0,109,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,4,Offline,0,0,75,0,2,2,Canceled
Not Selected,0,Room_Type 1,20,Online,0,0,74,1,2,4,Not_Canceled
Not Selected,0,Room_Type 1,153,Offline,0,0,72,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,34,Online,0,0,111,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,33,Online,0,0,140,0,2,5,Not_Canceled
Not Selected,0,Room_Type 1,192,Online,0,0,94,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,211,Online,0,0,90,0,2,5,Canceled
Meal Plan 1,0,Room_Type 4,139,Online,0,0,151,0,3,3,Canceled
Meal Plan 1,0,Room_Type 4,85,Online,0,0,99,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,61,Offline,0,0,78,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,13,Online,0,0,146,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,146,Offline,0,0,75,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,32,Online,0,0,130,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,172,Online,0,0,123,0,2,4,Canceled
Not Selected,0,Room_Type 1,53,Online,0,0,81,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,36,Offline,0,0,67,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,71,Online,0,0,88,1,2,4,Canceled
Not Selected,0,Room_Type 1,11,Online,0,0,114,1,2,2,Not_Canceled
Not Selected,0,Room_Type 1,37,Online,0,0,116,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,67,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,4,Offline,0,0,72,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,84,Online,0,0,66,0,1,8,Canceled
Not Selected,0,Room_Type 1,70,Online,0,0,68,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,2,Online,0,0,101,2,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,76,Online,0,0,100,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,44,Online,0,0,134,0,3,2,Canceled
Meal Plan 1,0,Room_Type 1,84,Online,0,0,89,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,89,Online,0,0,118,1,2,2,Canceled
Meal Plan 1,0,Room_Type 4,84,Online,0,0,132,1,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,156,Offline,0,0,94,1,3,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,111,Offline,0,0,120,0,1,1,Canceled
Not Selected,0,Room_Type 1,23,Online,0,0,89,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,52,Offline,0,0,60,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,39,Online,0,0,107,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,66,Offline,0,0,75,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,3,Online,0,0,145,0,3,2,Canceled
Meal Plan 1,0,Room_Type 1,42,Offline,0,0,74,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,192,Offline,0,0,95,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,174,Online,0,0,119,1,2,5,Canceled
Meal Plan 1,0,Room_Type 1,11,Online,0,0,141,1,2,2,Canceled
Meal Plan 1,1,Room_Type 1,8,Online,0,0,89,0,2,6,Not_Canceled
Meal Plan 1,0,Room_Type 1,28,Corporate,0,0,100,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,122,Offline,0,0,85,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,15,Online,0,0,85,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,51,Online,0,0,108,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,177,Offline,0,0,90,0,2,3,Not_Canceled
Not Selected,0,Room_Type 1,57,Online,0,0,76,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,118,Offline,0,0,105,0,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,3,Offline,0,0,82,0,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,102,Offline,0,0,80,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,85,Corporate,0,0,90,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,51,Online,0,0,117,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,31,Offline,0,0,75,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,8,Corporate,0,0,65,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,7,Corporate,0,0,65,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,22,Online,0,0,95,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,24,Online,0,0,150,2,2,5,Not_Canceled
Meal Plan 2,0,Room_Type 1,55,Offline,0,0,104,0,2,1,Not_Canceled
Not Selected,0,Room_Type 1,134,Online,0,0,94,0,1,3,Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,95,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,69,Online,0,0,135,1,2,5,Canceled
Meal Plan 1,0,Room_Type 1,7,Online,0,0,86,2,3,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,142,0,1,1,Not_Canceled
Not Selected,0,Room_Type 1,53,Online,0,0,78,1,2,2,Not_Canceled
Not Selected,0,Room_Type 1,115,Online,0,0,106,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,145,Offline,0,0,72,0,2,5,Canceled
Meal Plan 1,0,Room_Type 1,164,Online,0,0,100,1,2,4,Canceled
Meal Plan 1,0,Room_Type 1,192,Offline,0,0,95,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,111,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 4,35,Online,0,0,140,0,2,2,Canceled
Meal Plan 1,0,Room_Type 1,188,Online,0,0,105,1,2,3,Canceled
Meal Plan 1,0,Room_Type 1,13,Offline,0,0,85,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,99,Online,0,0,137,2,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,192,Offline,0,0,95,0,1,2,Not_Canceled
Not Selected,0,Room_Type 1,207,Online,0,0,85,1,2,3,Not_Canceled
Not Selected,0,Room_Type 1,109,Online,0,0,108,0,2,1,Canceled
Not Selected,0,Room_Type 1,37,Online,0,0,116,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,49,Online,0,0,79,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 5,59,Online,0,0,104,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,23,Online,0,0,117,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,86,Corporate,0,0,100,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,12,Online,0,0,104,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,27,Offline,0,0,80,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,164,Offline,0,0,100,0,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,56,Online,0,0,126,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,18,Online,0,0,98,0,2,4,Canceled
Meal Plan 1,0,Room_Type 4,51,Online,0,0,151,1,3,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,7,Online,0,0,133,0,3,3,Canceled
Meal Plan 1,0,Room_Type 1,24,Online,0,0,104,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,3,Online,0,0,96,1,1,1,Not_Canceled
Not Selected,0,Room_Type 1,91,Online,0,0,116,0,2,2,Canceled
Meal Plan 1,0,Room_Type 4,130,Online,0,0,139,2,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,135,1,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,27,Offline,0,0,120,0,2,1,Not_Canceled
Not Selected,0,Room_Type 1,161,Online,0,0,91,0,2,4,Canceled
Not Selected,0,Room_Type 1,9,Online,0,0,89,0,2,1,Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,90,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,16,Online,0,0,142,0,2,1,Canceled
Meal Plan 2,0,Room_Type 1,132,Online,0,0,90,1,1,2,Not_Canceled
Not Selected,0,Room_Type 1,27,Online,0,0,139,0,2,2,Not_Canceled
Not Selected,1,Room_Type 1,2,Online,0,0,78,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,81,Offline,0,0,72,0,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,56,Offline,0,0,120,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,118,Offline,0,0,110,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,103,Online,0,0,126,0,2,5,Canceled
Meal Plan 1,0,Room_Type 1,35,Online,0,0,117,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,15,Online,0,0,75,1,1,14,Not_Canceled
Meal Plan 1,0,Room_Type 1,22,Offline,0,0,95,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,193,Offline,0,0,120,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,142,Online,0,0,114,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,2,Online,0,0,121,2,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,85,Online,0,0,82,1,2,4,Not_Canceled
Not Selected,0,Room_Type 1,184,Online,0,0,89,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,96,Online,0,0,80,0,1,8,Canceled
Meal Plan 1,0,Room_Type 1,71,Offline,0,0,96,1,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,68,Online,0,0,89,0,1,3,Canceled
Meal Plan 1,0,Room_Type 1,31,Online,0,0,84,0,2,3,Canceled
Meal Plan 1,0,Room_Type 4,150,Online,0,0,125,0,3,10,Canceled
Meal Plan 1,0,Room_Type 4,5,Online,0,0,121,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,29,Corporate,0,0,85,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,36,Corporate,0,0,68,0,1,3,Canceled
Meal Plan 2,0,Room_Type 4,141,Offline,0,0,118,0,2,4,Canceled
Meal Plan 1,0,Room_Type 4,13,Online,0,0,149,0,2,5,Canceled
Not Selected,0,Room_Type 1,94,Online,0,0,76,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,135,Online,0,0,99,0,2,5,Canceled
Meal Plan 1,0,Room_Type 1,80,Online,0,0,93,1,2,2,Canceled
Meal Plan 1,0,Room_Type 1,146,Online,0,0,135,2,3,5,Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,89,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,80,Online,0,0,98,0,2,1,Canceled
Meal Plan 1,0,Room_Type 1,143,Offline,0,0,100,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,44,Online,0,0,85,1,1,2,Not_Canceled
Not Selected,0,Room_Type 1,1,Online,0,0,109,1,2,4,Not_Canceled
Not Selected,0,Room_Type 1,192,Online,0,0,89,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,54,Online,0,0,135,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,193,Offline,0,0,120,0,2,3,Canceled
Meal Plan 1,0,Room_Type 2,33,Online,0,0,107,2,2,6,Canceled
Meal Plan 2,0,Room_Type 1,39,Offline,0,0,109,0,2,2,Not_Canceled
Meal Plan 1,1,Room_Type 4,165,Online,0,0,142,2,3,2,Canceled
Meal Plan 1,0,Room_Type 1,202,Online,0,0,94,0,2,4,Canceled
Meal Plan 1,0,Room_Type 4,94,Online,0,0,137,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,147,Offline,0,0,78,0,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,37,Online,0,0,135,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,81,Online,0,0,135,1,3,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,206,Online,0,0,119,1,2,4,Canceled
Meal Plan 1,0,Room_Type 1,4,Offline,0,0,70,0,1,1,Not_Canceled
Not Selected,0,Room_Type 1,36,Online,0,0,112,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,43,Online,0,0,127,3,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,17,Online,0,0,105,2,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,76,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,36,Offline,0,0,85,0,3,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,0,Online,0,0,108,0,2,2,Not_Canceled
Not Selected,0,Room_Type 1,50,Online,0,0,86,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,8,Online,0,0,94,1,1,1,Not_Canceled
Not Selected,0,Room_Type 1,43,Online,0,0,99,2,2,4,Not_Canceled
Meal Plan 2,0,Room_Type 1,105,Online,0,0,152,0,3,2,Canceled
Not Selected,0,Room_Type 1,2,Offline,0,0,63,0,2,5,Not_Canceled
Not Selected,0,Room_Type 1,43,Online,0,0,74,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,184,Online,0,0,90,2,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,14,Offline,0,0,75,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 2,46,Online,0,0,105,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,55,Offline,0,0,62,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,122,Online,0,0,119,3,3,6,Not_Canceled
Not Selected,0,Room_Type 1,120,Online,0,0,85,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,65,Online,0,0,78,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,10,Online,0,0,117,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,37,Online,0,0,141,2,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 5,4,Offline,0,0,85,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,19,Offline,0,0,66,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,152,Online,0,0,119,2,3,2,Canceled
Meal Plan 1,0,Room_Type 1,60,Online,0,0,71,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,124,Online,0,0,72,1,2,3,Canceled
Meal Plan 1,0,Room_Type 1,131,Offline,0,0,72,0,3,2,Not_Canceled
Meal Plan 2,0,Room_Type 1,184,Online,0,0,139,1,2,1,Canceled
Meal Plan 1,0,Room_Type 4,41,Offline,0,0,60,0,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,114,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,172,Online,0,0,100,1,2,4,Canceled
Not Selected,0,Room_Type 1,17,Online,0,0,65,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,36,Online,0,0,126,1,2,1,Canceled
Meal Plan 1,0,Room_Type 1,12,Online,0,0,130,2,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,14,Offline,0,0,62,0,1,1,Not_Canceled
Not Selected,0,Room_Type 1,0,Online,0,0,138,2,2,1,Not_Canceled
Meal Plan 1,1,Room_Type 1,5,Online,0,0,81,2,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,136,Online,0,0,118,0,2,4,Canceled
Not Selected,0,Room_Type 1,59,Online,0,0,79,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,66,Online,0,0,80,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,151,Offline,0,0,80,0,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,8,Online,0,0,97,3,1,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,100,0,1,3,Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,109,0,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,160,Online,0,0,114,0,2,3,Canceled
Meal Plan 1,0,Room_Type 1,73,Offline,0,0,75,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,133,Online,0,0,121,1,1,3,Not_Canceled
Meal Plan 1,0,Room_Type 4,79,Online,0,0,146,2,3,7,Not_Canceled
Meal Plan 2,0,Room_Type 1,102,Offline,0,0,109,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,36,Online,0,0,150,0,3,4,Canceled
Not Selected,0,Room_Type 1,17,Online,0,0,95,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,13,Online,0,0,127,2,3,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,69,Online,0,0,79,0,2,5,Canceled
Meal Plan 1,0,Room_Type 1,9,Offline,0,0,85,1,2,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,56,Offline,0,0,82,0,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,153,Offline,0,0,72,1,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,7,Corporate,0,0,65,0,1,1,Not_Canceled
Not Selected,0,Room_Type 2,117,Online,0,0,97,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,100,Online,0,0,119,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,2,Corporate,0,0,65,0,1,2,Canceled
Meal Plan 1,0,Room_Type 1,10,Online,0,0,135,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 2,134,Online,0,0,114,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 1,14,Online,0,0,126,2,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,160,Online,0,0,130,0,3,5,Canceled
Not Selected,0,Room_Type 1,12,Online,0,0,99,1,2,5,Canceled
Meal Plan 1,0,Room_Type 4,31,Online,0,0,107,0,2,2,Canceled
Meal Plan 1,0,Room_Type 4,103,Online,0,0,132,1,2,3,Canceled
Meal Plan 1,0,Room_Type 4,64,Online,0,0,149,0,2,1,Canceled
Meal Plan 1,0,Room_Type 4,54,Online,0,0,113,1,2,4,Not_Canceled
Meal Plan 1,0,Room_Type 4,1,Offline,0,0,107,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,148,Offline,0,0,67,0,2,5,Not_Canceled
Meal Plan 1,0,Room_Type 1,18,Online,0,0,118,0,1,3,Not_Canceled
Meal Plan 2,0,Room_Type 1,3,Offline,0,0,90,0,2,7,Not_Canceled
Meal Plan 1,0,Room_Type 1,26,Online,0,0,74,0,1,4,Canceled
Meal Plan 1,1,Room_Type 1,130,Online,0,0,109,1,2,2,Not_Canceled
Meal Plan 1,0,Room_Type 4,206,Online,0,0,109,1,2,7,Canceled
Meal Plan 1,0,Room_Type 1,27,Corporate,0,0,89,0,1,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,86,Offline,0,0,87,0,1,2,Not_Canceled
Not Selected,0,Room_Type 1,24,Online,0,0,119,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,26,Online,0,0,151,1,2,2,Canceled
Meal Plan 1,0,Room_Type 1,87,Offline,0,0,80,0,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 7,74,Online,0,0,134,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 1,57,Offline,0,0,90,1,2,3,Not_Canceled
Meal Plan 1,0,Room_Type 2,62,Online,0,0,65,0,2,5,Canceled
Not Selected,0,Room_Type 1,163,Online,0,0,91,1,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,75,Offline,0,0,80,0,2,4,Canceled
Meal Plan 1,0,Room_Type 1,1,Online,0,0,80,1,1,2,Not_Canceled
Meal Plan 1,0,Room_Type 1,53,Online,0,0,126,1,2,1,Not_Canceled
Meal Plan 1,0,Room_Type 1,162,Offline,0,0,70,0,2,3,Not_Canceled
